,Year,Rated,Runtime,Genre,Awards,imdbRating,imdbVotes,DVD,studio_size,meta_class
6858,2017,R,90,Comedy,Nomination,6.0,5780,0,small,0
6862,2017,Not Rated,94,Comedy,Other Win,6.3,681,0,small,1
6863,2017,TV-PG,80,Drama,Other Win,6.0,144,0,big,1
6864,2017,Not Rated,85,Horror,,4.1,444,1,small,0
6869,2017,R,107,Biography,Other Win,6.2,13401,1,small,1
6870,2017,R,93,Drama,Nomination,6.2,7091,1,big,1
6871,2017,TV-MA,113,Drama,,6.3,16318,1,big,0
6872,2017,PG-13,89,Drama,Nomination,4.5,447,0,small,0
6874,2017,Not Rated,111,Fantasy,Other Win,6.5,25840,1,small,1
6878,2017,Not Rated,83,Comedy,Other Win,5.8,400,0,small,1
6880,2017,PG-13,87,Horror,Nomination,5.2,5036,1,small,0
6883,2017,TV-MA,102,Drama,Other Win,6.6,599,0,small,1
6884,2017,Not Rated,100,Drama,Other Win,5.7,2105,1,big,0
6886,2017,Not Rated,96,Comedy,,5.3,3317,0,small,1
6888,2017,Not Rated,91,Drama,Other Win,5.4,677,1,big,1
6889,2017,Not Rated,95,Horror,,4.5,829,0,small,0
6890,2017,TV-14,102,Comedy,,4.5,1874,1,small,0
6892,2017,R,94,Drama,Other Win,6.9,2920,0,small,0
6893,2017,Not Rated,96,Action,Other Win,5.8,3968,1,small,0
6896,2017,PG-13,91,Comedy,Other Win,5.7,1145,0,small,0
6898,2017,R,89,Comedy,Nomination,5.1,5208,1,small,0
6900,2017,Not Rated,82,Drama,Other Win,6.3,547,1,small,1
6901,2017,R,98,Action,,6.2,26012,1,small,0
6907,2017,TV-MA,83,Comedy,,6.1,3398,0,small,0
6908,2017,PG-13,110,Drama,Other Win,5.3,76521,1,small,0
6909,2017,R,90,Drama,,5.4,1485,1,small,0
6910,2017,PG-13,126,Action,Nomination,6.7,177167,1,big,0
6913,2017,R,116,Biography,,6.8,7771,0,small,0
6916,2017,PG-13,115,Comedy,Other Win,5.9,12700,1,small,0
6917,2017,R,93,Adventure,Other Win,6.2,1653,0,small,0
6919,2018,TV-MA,90,Horror,Other Win,5.2,3420,0,small,0
6924,2017,R,91,Horror,Other Win,6.2,73783,1,small,1
6927,2017,PG-13,116,Biography,Other Win,7.1,19976,1,small,1
6934,2017,R,94,Comedy,Other Win,5.1,939,1,small,0
6935,2017,R,122,Horror,Other Win,6.4,237382,1,big,1
6939,2017,Not Rated,96,Drama,Other Win,6.7,2386,0,small,1
6942,2017,R,81,Comedy,Other Win,4.6,554,0,small,0
6952,2017,PG-13,129,Action,Other Win,6.6,240612,1,big,0
6953,2017,R,90,Action,Other Win,4.5,31186,1,big,0
6955,2017,R,116,Action,Other Win,5.5,147933,1,big,0
6956,2017,R,88,Action,Nomination,6.2,21551,1,small,0
6957,2017,PG-13,141,Action,Other Win,7.4,514672,1,big,1
6963,2017,R,91,Action,,4.8,6585,1,small,0
6964,2017,PG,91,Comedy,Nomination,4.3,6109,1,big,0
6965,2017,PG-13,96,Drama,Other Win,6.4,29420,1,big,0
6966,2017,PG,116,Drama,Other Win,6.2,8700,1,small,1
6967,2017,TV-MA,120,Action,Other Win,7.3,80776,1,big,1
6968,2017,R,116,Biography,Other Win,6.9,17000,1,small,1
6970,2017,Not Rated,87,Action,Other Win,6.5,12327,1,small,0
6973,2017,Not Rated,118,Crime,Other Win,6.9,1816,1,big,1
6975,2017,R,151,Comedy,Oscar Win,7.2,47659,1,big,1
6978,2017,R,104,Drama,Other Win,7.4,11441,1,big,1
6981,2017,R,95,Crime,Nomination,5.9,30837,1,small,0
6982,2017,R,102,Comedy,Nomination,5.7,8195,1,small,0
6983,2017,TV-MA,112,Comedy,Other Win,6.9,34417,1,big,1
6987,2017,R,111,Drama,Oscar Win,7.6,79472,1,small,1
6988,2017,Not Rated,95,Comedy,Other Win,6.8,2486,0,small,1
6989,2017,R,93,Drama,Other Win,6.3,46495,1,big,1
6990,2017,Not Rated,119,Biography,Nomination,4.8,959,1,small,0
6992,2017,PG-13,89,Adventure,Nomination,5.6,43746,1,small,0
6993,2017,R,101,Crime,Other Win,7.3,62373,1,small,1
6994,2017,TV-MA,122,Comedy,Nomination,6.0,37613,1,big,0
6996,2017,R,89,Crime,Other Win,6.8,85142,1,small,1
7000,2017,PG,89,Animation,Other Win,6.2,23255,1,big,1
7002,2017,R,91,Action,,5.5,7012,0,small,0
7019,2017,TV-MA,105,Drama,Other Win,6.3,30543,0,small,1
7021,2017,PG-13,106,Drama,Other Win,6.0,16234,1,small,1
7023,2017,Not Rated,94,Action,,5.3,15698,1,small,0
7030,2019,PG-13,99,Action,Nomination,6.3,64592,1,small,0
7035,2017,G,102,Animation,Nomination,6.7,65243,1,big,0
7038,2017,TV-MA,104,Comedy,,5.3,600,0,small,0
7040,2017,PG-13,94,Animation,Oscar Win,7.8,44117,1,small,1
7044,2017,R,139,Biography,Nomination,5.8,19611,1,small,0
7045,2017,PG,89,Animation,Nomination,6.3,100871,1,big,0
7048,2017,R,101,Comedy,Other Win,5.2,41998,1,small,0
7052,2017,TV-14,98,Drama,Other Win,6.3,739,1,small,1
7054,2014,Not Rated,96,Drama,Other Win,6.9,6698,1,small,1
7055,2017,Not Rated,99,Drama,Other Win,6.2,705,0,small,1
7058,2017,PG-13,105,Crime,Other Win,6.6,21693,1,big,0
7059,2017,Not Rated,102,Comedy,,5.6,787,0,small,1
7061,2017,Not Rated,93,Comedy,Other Win,5.9,756,0,small,0
7064,2017,R,121,Crime,Nomination,7.3,64135,1,small,0
7065,2017,Not Rated,86,Comedy,Other Win,5.4,1248,0,small,0
7066,2017,Not Rated,98,Comedy,,5.7,2386,1,big,0
7068,2017,R,94,Drama,Other Win,5.9,522,0,small,0
7070,2017,R,110,Drama,Nomination,4.2,809,0,big,1
7071,2017,PG-13,154,Action,Other Win,5.2,125763,1,big,0
7074,2017,R,109,Horror,Other Win,6.5,101797,1,small,1
7076,2017,Not Rated,94,Horror,Other Win,5.3,1268,0,small,1
7080,2017,Not Rated,82,Drama,Other Win,4.6,365,1,small,1
7081,2017,Not Rated,99,Comedy,Other Win,6.8,3176,1,small,0
7084,2017,R,102,Drama,,6.2,641,0,small,1
7085,2017,R,100,Drama,,6.2,241,1,small,0
7086,2017,Not Rated,90,Comedy,,5.1,3569,1,small,0
7089,2017,Not Rated,92,Drama,Nomination,7.5,86,0,small,1
7090,2017,R,88,Comedy,Other Win,5.6,37033,1,big,0
7099,2017,PG-13,133,Action,Other Win,7.4,466698,1,big,1
7102,2017,PG-13,85,Horror,Nomination,4.8,11622,1,small,0
7112,2017,PG-13,140,Action,Oscar Win,7.4,211862,1,big,1
7113,2017,PG-13,90,Drama,Nomination,5.0,16393,1,small,0
7114,2017,Not Rated,88,Western,Other Win,4.7,2401,1,small,0
7121,2017,R,105,Drama,Nomination,6.2,16503,1,big,0
7122,2017,PG-13,106,Action,Oscar Win,7.9,494479,1,big,1
7125,2017,Not Rated,91,Action,,4.5,1130,1,small,1
7126,2017,PG-13,137,Action,Nomination,6.5,149305,1,small,0
7132,2017,R,122,Adventure,Other Win,6.2,31519,1,big,1
7134,2017,Not Rated,89,Horror,Nomination,4.7,3729,0,big,0
7135,2017,PG-13,89,Action,,4.1,1980,1,small,0
7137,2017,R,97,Action,,5.0,8902,1,small,0
7143,2017,R,143,Crime,Other Win,7.3,43157,1,small,1
7147,2017,R,89,Drama,Other Win,6.3,9725,0,small,0
7149,2017,PG,86,Animation,Other Win,3.2,51411,1,small,0
7151,2017,Not Rated,96,Comedy,Other Win,6.2,1692,1,big,1
7158,2017,PG-13,95,Action,Nomination,5.6,117192,1,big,0
7160,2017,R,88,Comedy,,4.7,11490,1,big,0
7168,2017,PG-13,118,Comedy,Other Win,7.0,113312,1,small,1
7171,2016,Not Rated,118,Drama,Other Win,6.9,4181,0,small,1
7173,2017,R,118,Action,Other Win,6.9,171472,1,big,0
7177,2017,PG-13,127,Biography,Other Win,7.1,26171,1,big,0
7181,2017,Not Rated,85,Horror,,5.4,3576,1,small,0
7187,2017,R,115,Action,Nomination,7.1,143307,1,big,1
7189,2016,TV-14,86,Documentary,Other Win,7.2,232,0,small,1
7196,2018,Not Rated,95,Drama,Other Win,6.7,751,1,big,1
7197,2017,R,91,Comedy,Nomination,5.2,18675,1,small,1
7198,2017,R,90,Crime,,5.0,17717,1,big,0
7199,2017,PG,108,Drama,Other Win,6.0,1383,1,small,1
7202,2017,TV-MA,90,Thriller,,5.5,3177,0,small,0
7209,2017,R,135,Drama,Other Win,5.7,87735,1,big,1
7210,2017,Not Rated,115,Drama,Other Win,6.7,4535,0,small,1
7211,2017,PG-13,106,Action,,5.4,7910,1,small,0
7214,2017,R,123,Adventure,Oscar Win,7.3,333132,1,small,1
7216,2017,R,113,Drama,Oscar Win,7.1,39333,1,small,1
7218,2017,R,113,Crime,Oscar Win,7.7,12291,0,small,1
7219,2017,Not Rated,91,Crime,,4.8,11220,1,small,0
7221,2017,R,106,Comedy,,4.6,1169,0,small,0
7223,2017,PG-13,125,Biography,Oscar Win,7.4,150825,1,big,1
7224,2017,TV-MA,78,Adventure,,3.6,3705,0,small,0
7225,2017,R,94,Comedy,Oscar Win,7.4,195930,1,small,1
7226,2017,TV-14,103,Drama,Nomination,6.9,9449,1,big,1
7231,2017,R,105,Comedy,Other Win,5.7,35141,0,small,0
7233,2017,PG-13,121,Biography,Other Win,6.7,45870,1,small,1
7234,2017,R,134,Drama,Other Win,7.2,59715,1,small,1
7235,2017,Not Rated,132,Action,Nomination,7.1,51362,1,small,1
7238,2015,Not Rated,138,Crime,Other Win,7.7,46625,1,small,1
7239,2017,R,100,Drama,,4.3,1355,1,small,0
7240,2017,R,115,Comedy,Oscar Win,8.2,375952,1,small,1
7242,2017,R,135,Horror,Other Win,7.3,416631,1,big,1
7243,2017,R,95,Comedy,,5.0,1612,1,big,0
7244,2017,R,121,Drama,Other Win,6.6,171599,1,big,1
7245,2017,R,112,Action,Nomination,6.2,61879,1,small,0
7248,2017,PG-13,97,Comedy,,5.8,24784,1,big,0
7249,2017,R,120,Comedy,Other Win,7.1,4211,1,small,1
7251,2017,TV-MA,105,Drama,,6.8,9514,1,big,0
7252,2017,PG-13,126,Comedy,Other Win,6.9,36176,0,small,0
7253,2017,R,119,Biography,Other Win,6.9,36394,1,small,1
7254,2017,PG-13,94,Animation,Oscar Win,7.7,16287,1,small,1
7255,2017,R,140,Biography,Oscar Win,7.4,116177,1,small,1
7257,2017,R,107,Comedy,Other Win,7.2,71225,1,big,1
7259,2017,PG-13,103,Biography,Nomination,6.4,10440,0,small,0
7260,2017,R,119,Biography,Oscar Win,7.5,157671,1,small,1
7262,2017,Not Rated,114,Drama,Nomination,6.5,390,0,small,1
7266,2017,Not Rated,109,Drama,Other Win,6.6,2283,1,small,1
7268,2017,PG-13,102,Biography,,6.5,8806,0,small,0
7269,2017,PG-13,112,Action,Other Win,6.4,60812,1,big,0
7270,2017,TV-14,86,Comedy,,5.9,1534,1,big,1
7271,2017,PG-13,120,Biography,Nomination,6.4,10409,0,small,0
7273,2017,Not Rated,106,Drama,Other Win,6.2,25280,1,small,1
7274,2017,R,86,Comedy,Other Win,5.5,17883,0,small,0
7276,2017,R,102,Comedy,Other Win,6.5,14280,1,small,1
7277,2017,R,105,Drama,Other Win,6.7,8952,1,small,1
7278,2017,R,108,Biography,Nomination,7.1,20125,1,small,1
7279,2017,Not Rated,95,Drama,,6.4,730,0,small,1
7280,2017,R,123,Comedy,Other Win,6.3,3393,0,small,0
7281,2017,Not Rated,112,Drama,Nomination,5.4,6263,0,small,0
7283,2017,PG-13,106,Drama,Nomination,6.5,10467,1,small,1
7284,2017,R,101,Biography,Other Win,6.6,4581,1,small,0
7285,2017,PG-13,122,Crime,Oscar Win,6.4,26877,1,big,0
7286,2017,R,114,Drama,Other Win,6.6,21010,1,small,1
7287,2017,Not Rated,90,Action,Nomination,5.4,3871,0,small,0
7288,2017,TV-PG,92,Comedy,Nomination,5.5,14977,0,small,0
7289,2017,R,104,Biography,Oscar Win,7.4,120373,1,small,1
7290,2017,R,99,Drama,Oscar Win,7.2,30038,0,small,1
7292,2019,Not Rated,100,Documentary,,6.9,557,1,big,0
7301,2017,Not Rated,90,Adventure,Other Win,5.0,201,1,small,0
7304,2013,Not Rated,109,Comedy,Other Win,5.8,10509,0,small,1
7310,2017,TV-MA,103,Drama,Other Win,6.6,74665,1,big,1
7312,2017,PG,101,Animation,Nomination,6.0,20334,1,big,0
7313,2017,R,141,Action,Other Win,6.7,247900,1,big,0
7314,2017,PG-13,118,Biography,Oscar Win,7.2,16068,0,small,1
7318,2017,Not Rated,81,Drama,Nomination,5.5,809,0,small,0
7324,2017,R,92,Action,,4.7,9777,1,small,0
7326,2017,TV-MA,82,Action,,6.4,15152,1,big,1
7331,2017,Not Rated,90,Action,,5.3,3685,0,small,0
7333,2017,TV-MA,102,Crime,Other Win,6.3,42891,1,big,1
7334,2017,R,113,Action,Nomination,7.0,87347,1,small,0
7337,2017,R,91,Comedy,,5.7,2377,1,small,0
7338,2017,R,101,Drama,,5.7,515,1,small,1
7340,2017,R,125,Comedy,Other Win,6.9,20139,1,small,1
7341,2017,Not Rated,101,Fantasy,Nomination,3.3,930,1,small,0
7346,2017,R,90,Biography,,6.1,4326,0,small,0
7347,2017,PG-13,93,Comedy,,5.5,1620,1,big,0
7352,2017,R,164,Action,Oscar Win,8.0,407850,1,big,1
7357,2017,PG,99,Animation,Other Win,6.1,5441,1,big,0
7358,2017,Not Rated,106,Comedy,,3.5,1485,1,small,0
7363,2017,R,104,Drama,Other Win,5.8,1873,1,big,0
7364,2017,R,104,Drama,,5.6,937,1,small,0
7366,2017,Not Rated,78,Horror,Other Win,6.4,15242,1,small,1
7373,2017,R,119,Crime,Nomination,5.1,52974,1,small,0
7374,2017,PG-13,96,Horror,Nomination,6.5,100680,1,small,0
7379,2017,Not Rated,90,Mystery,Other Win,5.0,1548,1,small,0
7382,2017,Not Rated,100,Drama,,4.9,104,0,small,1
7384,2017,PG-13,130,Action,Other Win,7.9,527289,1,big,1
7386,2017,Not Rated,87,Adventure,,4.8,529,0,small,0
7387,2017,Not Rated,98,Drama,Other Win,5.5,513,0,small,0
7388,2017,PG-13,109,Action,Nomination,5.3,85193,1,big,0
7393,2017,R,100,Crime,,4.4,1751,1,small,0
7395,2017,PG-13,98,Adventure,,5.7,5390,1,small,0
7401,2017,R,106,Action,,5.3,16321,1,big,0
7404,2017,PG-13,101,Drama,Other Win,6.2,21848,1,small,0
7407,2017,Not Rated,77,Comedy,,7.6,466,0,small,0
7409,2017,R,109,Biography,Other Win,6.5,10880,1,small,1
7416,2017,PG-13,134,Action,Nomination,7.7,50758,1,small,1
7421,2017,PG-13,119,Biography,Other Win,6.6,5064,1,small,0
7422,2017,PG,105,Animation,Oscar Win,8.4,314769,1,small,1
7424,2017,Not Rated,87,Thriller,,6.8,1168,0,small,0
7427,2017,PG-13,101,Comedy,Other Win,3.7,3735,1,big,0
7431,2017,Not Rated,102,Drama,,6.7,176,0,small,0
7437,2017,R,92,Horror,,5.8,61642,1,big,0
7439,2017,PG-13,120,Action,Other Win,6.4,348537,1,big,0
7441,2017,R,93,Action,,5.7,11016,1,small,0
7442,2013,PG-13,130,Action,Oscar Win,7.2,716950,1,big,1
7445,2017,PG-13,93,Comedy,,6.7,9170,1,big,0
7450,2017,R,87,Action,,5.7,8643,1,small,0
7453,2018,G,107,Drama,Other Win,7.1,1412,0,small,1
7456,2017,R,90,Comedy,,5.4,1045,0,small,0
7457,2017,PG-13,115,Crime,Other Win,6.3,15048,1,small,0
7462,2017,R,104,Comedy,Other Win,5.6,37596,1,small,0
7467,2017,PG-13,114,Crime,Other Win,6.5,190125,1,big,0
7472,2017,PG,103,Adventure,Other Win,7.8,52681,0,small,1
7475,2017,PG-13,86,Crime,,5.3,7248,1,big,0
7478,2017,PG-13,100,Comedy,Other Win,6.0,53864,1,big,0
7494,2017,PG,113,Drama,Oscar Win,8.0,121396,1,big,1
7497,2017,PG,86,Animation,Other Win,6.2,5870,1,small,0
7504,2017,R,98,Crime,,5.2,11620,1,small,0
7505,2017,R,130,Drama,Oscar Win,7.5,94637,1,big,1
7511,2017,Not Rated,109,Action,,2.1,621,0,small,0
7512,2015,R,94,Drama,Other Win,6.1,4570,0,small,1
7514,2017,R,106,Drama,,5.4,744,1,big,0
7516,2017,PG-13,91,Action,,4.4,5383,1,small,0
7523,2017,PG-13,119,Action,Other Win,6.9,277847,1,small,0
7529,2017,PG,108,Animation,Oscar Win,6.7,43367,1,small,0
7531,2017,R,93,Crime,,5.4,7149,1,small,0
7532,2017,Not Rated,85,Horror,Other Win,4.9,782,1,small,0
7533,2017,PG-13,151,Action,Oscar Win,7.0,514525,1,big,1
7542,2017,PG-13,116,Biography,Oscar Win,7.2,117848,1,big,1
7547,2017,R,132,Biography,Oscar Win,6.8,65899,1,small,1
7550,2017,PG,105,Biography,Oscar Win,7.6,212043,1,big,0
7551,2017,PG-13,93,Comedy,Other Win,5.8,49887,1,big,0
7552,2017,R,113,Comedy,Nomination,5.5,16040,1,big,0
7554,2017,TV-MA,117,Action,Other Win,6.4,156017,1,big,0
7561,2017,R,88,Action,,6.1,534,0,small,0
7589,2018,PG-13,103,Horror,Nomination,5.7,47093,1,big,0
7596,2018,PG-13,105,Action,Nomination,6.3,91691,1,big,0
7600,2018,R,89,Action,Nomination,4.9,7563,1,small,0
7605,2018,PG,108,Drama,,6.7,12229,1,small,0
7606,2018,R,130,Action,Nomination,6.5,56044,1,big,0
7607,2018,PG-13,143,Action,Nomination,6.2,98780,1,big,0
7608,2018,R,140,Action,,7.0,77651,1,small,0
7609,2018,R,108,Drama,Nomination,6.2,3675,1,small,0
7610,2018,R,123,Comedy,Other Win,7.2,12146,1,big,1
7611,2018,R,95,Comedy,Other Win,7.4,20815,1,small,1
7614,2018,R,98,Biography,,6.2,5746,1,big,0
7617,2018,R,97,Comedy,Nomination,6.6,14778,1,small,1
7619,2018,R,116,Biography,Other Win,7.0,32939,1,small,1
7620,2018,R,114,Biography,Nomination,6.9,16990,1,small,1
7621,2018,R,96,Drama,Other Win,6.7,10682,1,big,1
7622,2018,Not Rated,121,Action,Other Win,6.6,51400,1,small,1
7623,2018,R,93,Comedy,Other Win,7.4,51436,1,small,1
7624,2018,Not Rated,86,Drama,Other Win,6.6,478,1,small,1
7626,2018,Not Rated,92,Comedy,Other Win,4.4,199,1,small,1
7628,2018,R,96,Crime,Other Win,5.7,1540,1,small,1
7629,2018,TV-MA,85,Comedy,Nomination,5.7,5648,1,small,0
7630,2018,PG,109,Drama,Other Win,7.2,39932,1,small,1
7631,2018,TV-MA,114,Drama,Other Win,7.3,12662,0,small,1
7632,2018,PG,89,Animation,Other Win,6.1,17308,1,big,1
7633,2018,TV-MA,90,Drama,,5.2,814,1,big,0
7634,2018,R,111,Biography,Other Win,6.7,15762,0,small,1
7635,2018,R,112,Comedy,Other Win,6.9,49954,1,small,1
7636,2018,PG-13,105,Drama,Other Win,6.9,18490,1,big,1
7637,2018,Not Rated,85,Drama,Other Win,6.2,2167,0,small,1
7638,2018,R,81,Horror,Other Win,5.6,4780,1,small,1
7639,2018,R,108,Comedy,Nomination,5.7,2977,1,small,0
7640,2018,Not Rated,86,Comedy,Other Win,5.3,915,1,big,1
7641,2018,R,94,Drama,Other Win,6.9,3121,1,small,1
7642,2018,TV-14,106,Drama,,5.9,1690,1,big,1
7644,2016,Not Rated,88,Documentary,Nomination,6.9,236,1,big,1
7645,2018,R,93,Drama,Other Win,5.7,6342,1,small,0
7646,2018,R,108,Action,Other Win,5.9,11923,1,small,0
7648,2018,R,101,Drama,Other Win,6.6,2554,1,small,1
7649,2018,TV-14,84,Comedy,Other Win,5.0,361,1,small,0
7650,2018,R,106,Drama,Other Win,6.8,2633,1,big,1
7651,2018,PG-13,102,Drama,Other Win,7.7,115131,1,small,1
7652,2018,R,127,Drama,Other Win,7.3,188358,1,small,1
7653,2018,R,109,Drama,Nomination,6.4,16529,1,small,1
7655,2018,PG-13,114,Drama,Other Win,6.7,5080,1,big,0
7656,2018,Not Rated,105,Drama,Nomination,6.7,27245,0,small,0
7657,2018,Not Rated,93,Drama,Other Win,6.4,2917,0,small,1
7659,2018,Not Rated,91,Drama,Other Win,6.6,15576,1,small,1
7660,2018,R,89,Romance,Other Win,4.7,287,0,small,1
7661,2018,R,85,Comedy,Other Win,6.0,1913,0,small,1
7663,2018,R,95,Comedy,Other Win,7.0,46164,1,big,1
7664,2018,R,113,Adventure,Nomination,5.5,2832,1,big,1
7666,2018,R,92,Drama,Nomination,5.3,2470,1,big,0
7667,2018,R,103,Drama,Other Win,6.7,4712,0,big,1
7668,2018,TV-MA,101,Biography,Nomination,6.8,11760,1,big,0
7670,2018,R,90,Comedy,Nomination,6.0,1673,1,small,1
7671,2018,R,110,Action,,5.0,3913,1,small,0
7674,2018,PG-13,97,Comedy,Other Win,6.9,7826,1,small,1
7675,2018,Not Rated,74,Drama,,5.6,585,1,small,1
7677,2018,TV-MA,102,Thriller,,4.2,894,1,small,0
7678,2018,PG-13,134,Action,Oscar Win,7.3,561637,1,small,1
7679,2018,PG-13,99,Biography,Other Win,5.4,26574,1,small,0
7680,2018,PG-13,119,Drama,Other Win,6.5,2265,0,small,0
7686,2018,R,96,Action,,4.7,2559,1,small,0
7691,2018,TV-MA,97,Drama,Nomination,4.8,25453,1,big,0
7692,2018,PG,95,Animation,Other Win,6.5,30026,1,small,0
7693,2018,PG-13,102,Drama,Nomination,5.5,87859,1,big,0
7694,2018,PG-13,94,Biography,Other Win,5.2,24336,1,small,0
7696,2018,R,105,Drama,Other Win,4.5,48169,1,big,0
7701,2018,PG-13,110,Action,,4.4,3809,1,small,0
7702,2018,Not Rated,100,Drama,Other Win,5.5,2480,1,small,0
7706,2018,TV-14,97,Comedy,,6.4,37151,1,big,0
7712,2018,R,115,Adventure,Other Win,6.9,250089,1,big,1
7714,2018,R,100,Action,Other Win,6.9,179168,1,small,1
7715,2018,PG-13,101,Animation,Oscar Win,7.9,120304,1,small,1
7716,2018,Not Rated,91,Comedy,Other Win,6.5,6891,0,small,1
7720,2018,R,103,Mystery,,4.6,4478,1,small,0
7721,2018,TV-MA,96,Comedy,,6.4,6698,1,big,0
7724,2018,Not Rated,105,Thriller,,7.7,94,0,small,1
7725,2018,R,140,Action,Other Win,6.6,148575,1,small,0
7726,2018,PG-13,107,Action,,5.8,11530,1,big,0
7732,2018,R,98,Drama,Other Win,6.4,35361,1,small,1
7733,2018,Not Rated,60,Drama,,5.4,110,0,small,1
7735,2018,R,94,Comedy,,4.6,992,1,small,0
7741,2018,R,100,Drama,,5.6,8039,1,small,0
7743,2018,PG,109,Adventure,Other Win,4.2,37657,1,small,0
7744,2018,R,120,Biography,Other Win,5.8,6937,1,big,0
7745,2018,PG-13,110,Comedy,Other Win,7.6,87922,1,big,1
7747,2018,PG-13,103,Action,,5.1,16683,1,small,0
7750,2018,R,107,Action,Nomination,6.4,55887,1,small,0
7754,2018,PG-13,119,Action,Nomination,6.3,175270,1,big,0
7765,2018,TV-MA,95,Drama,Other Win,6.4,1077,1,big,1
7778,2018,R,85,Horror,,5.2,24035,1,small,0
7780,2018,R,111,Action,Nomination,6.1,23459,1,small,0
7783,2018,R,92,Horror,,5.9,17391,1,small,0
7786,2018,Not Rated,85,Drama,Other Win,6.9,1259,1,small,1
7787,2018,PG-13,90,Drama,Oscar Win,7.5,343186,1,big,1
7788,2018,Not Rated,95,Comedy,Nomination,6.4,754,1,small,1
7789,2018,R,93,Comedy,Other Win,6.4,5366,0,big,1
7790,2018,Not Rated,86,Comedy,,6.4,48,0,small,1
7791,2018,Not Rated,91,Comedy,,5.8,413,0,small,1
7792,2018,Not Rated,91,Action,Nomination,6.2,9130,1,small,0
7793,2018,R,102,Comedy,Nomination,6.2,62919,1,big,1
7795,2018,TV-14,83,Comedy,,5.5,3095,1,big,0
7796,2018,R,92,Drama,,5.5,10012,1,small,0
7798,2018,Not Rated,80,Comedy,Other Win,5.8,308,1,small,1
7799,2018,R,91,Crime,Nomination,5.6,4675,1,small,1
7800,2018,PG-13,100,Drama,Nomination,5.9,2460,1,small,1
7801,2018,R,100,Action,Other Win,7.5,123615,1,small,1
7802,2018,Not Rated,96,Drama,,5.8,271,0,small,1
7803,2018,Not Rated,86,Horror,Nomination,4.9,860,1,small,1
7804,2018,R,105,Horror,Nomination,5.7,4909,1,big,0
7805,2018,TV-MA,93,Drama,Other Win,5.8,303,1,big,1
7808,2018,Not Rated,92,Comedy,Other Win,5.3,3491,1,small,0
7809,2018,Not Rated,95,Comedy,Other Win,5.4,2007,0,small,0
7810,2018,R,100,Drama,Other Win,6.2,13312,1,small,1
7811,2018,PG-13,140,Action,Oscar Win,7.5,326050,1,big,1
7813,2018,PG-13,84,Comedy,,6.2,357,0,small,1
7814,2018,PG-13,91,Crime,,6.1,287,0,small,1
7818,2018,R,109,Comedy,Other Win,5.9,738,1,small,0
7819,2018,R,104,Comedy,Nomination,5.0,1855,0,big,0
7820,2018,TV-MA,102,Drama,Other Win,6.4,1698,1,big,1
7821,2018,TV-MA,74,Drama,Nomination,5.8,3119,1,big,1
7823,2018,Not Rated,77,Horror,,5.1,1445,0,small,0
7824,2018,Not Rated,92,Comedy,Other Win,7.1,11256,1,small,1
7825,2018,Not Rated,99,Comedy,,6.0,69,0,small,0
7829,2018,PG,86,Animation,Other Win,5.1,8960,1,big,0
7832,2018,PG,110,Biography,Other Win,7.3,12538,1,small,0
7841,2018,PG-13,111,Action,Nomination,5.6,96287,1,big,0
7842,2018,TV-MA,101,Action,Nomination,5.4,23425,1,big,0
7843,2018,PG-13,91,Drama,Nomination,6.6,18900,1,big,0
7846,2018,PG-13,108,Adventure,Other Win,6.6,6252,1,small,0
7852,2018,R,120,Drama,Nomination,5.8,7002,1,big,0
7854,2018,R,122,Action,,6.6,43490,1,small,0
7856,2018,PG,105,Drama,Nomination,4.4,2936,1,small,0
7857,2018,PG,101,Drama,Nomination,5.9,978,1,big,0
7869,2018,PG,101,Drama,Nomination,6.5,3778,1,small,0
7875,2018,TV-14,124,Drama,,7.4,26425,1,big,1
7879,2018,PG-13,107,Action,Nomination,6.1,125776,1,big,0
7881,2018,R,110,Crime,Nomination,6.4,15376,1,small,0
7882,2018,R,107,Drama,,6.8,627,0,small,0
7884,2018,PG-13,100,Horror,Nomination,5.1,38458,1,big,0
7894,2018,PG-13,100,Comedy,,6.3,859,0,small,0
7897,2018,TV-MA,99,Comedy,,6.3,12676,1,big,1
7903,2018,R,99,Comedy,Other Win,6.1,21857,1,small,0
7905,2018,R,92,Biography,Other Win,6.2,6748,0,small,0
7906,2018,PG-13,110,Comedy,Nomination,5.5,43684,1,small,0
7908,2018,Not Rated,90,Action,Other Win,4.8,145,1,small,1
7909,2018,Not Rated,101,Crime,Other Win,7.0,3663,1,small,0
7912,2018,R,96,Action,Nomination,6.0,17281,1,small,0
7913,2018,Not Rated,90,Comedy,Other Win,5.4,2925,1,small,0
7915,2018,TV-MA,103,Horror,Other Win,5.1,4390,1,small,1
7917,2018,TV-MA,92,Comedy,,5.5,1535,1,big,0
7918,2018,Not Rated,93,Comedy,,5.2,2283,1,small,0
7919,2018,Not Rated,90,Adventure,Other Win,5.3,159,1,small,0
7923,2018,Not Rated,104,Drama,Nomination,4.2,626,0,small,0
7924,2012,Not Rated,101,Drama,Other Win,6.5,568,1,small,0
7925,2018,PG-13,98,Comedy,Nomination,5.8,2424,1,big,0
7926,2018,TV-MA,95,Drama,Other Win,5.9,4588,1,small,1
7927,2018,R,104,Romance,,6.1,6264,1,small,0
7929,2018,R,105,Crime,,6.1,1386,1,small,1
