,Year,Rated,Runtime,Genre,Awards,imdbRating,imdbVotes,DVD,studio_size,meta_class
3271,2013,PG-13,95,Drama,,6.0,997,1,small,0
3272,2013,Not Rated,86,Action,Other Win,5.6,1983,1,small,0
3274,2013,Not Rated,83,Drama,Other Win,6.3,201,0,small,1
3275,2013,Not Rated,76,Animation,Other Win,7.1,645,0,small,1
3277,2013,R,126,Drama,Oscar Win,8.0,495091,1,big,1
3279,2013,TV-MA,76,Comedy,Other Win,6.5,287,1,small,0
3280,2013,Not Rated,98,Thriller,Other Win,4.5,886,0,small,0
3283,2013,PG-13,124,Action,Other Win,6.3,1634,1,small,0
3284,2019,R,119,Action,Nomination,6.6,36498,1,big,0
3289,2013,Not Rated,137,Action,Nomination,6.9,4827,1,small,1
3293,2013,Not Rated,80,Drama,Other Win,5.9,499,0,small,0
3294,2013,PG,118,Crime,,4.4,1623,1,small,0
3295,2013,Not Rated,107,Drama,Other Win,3.5,357,0,small,0
3300,2013,Not Rated,102,Drama,Other Win,6.4,191,1,small,0
3304,2013,Not Rated,104,Drama,Other Win,6.1,6656,1,big,1
3308,2013,PG-13,125,Biography,Oscar Win,7.5,145043,1,big,1
3309,2013,PG,91,Animation,Nomination,5.9,21520,1,big,0
3311,2013,PG-13,112,Action,Other Win,6.9,561868,1,big,0
3314,2013,R,92,Comedy,Oscar Win,6.5,86953,1,big,0
3315,2013,PG-13,114,Action,Other Win,6.6,215447,1,big,0
3317,2013,Not Rated,87,Drama,Other Win,6.9,139,1,small,0
3322,2013,TV-14,80,Comedy,,5.1,981,1,big,0
3325,2013,R,88,Comedy,,5.3,4250,1,small,0
3340,2013,PG-13,105,Comedy,Other Win,6.6,123676,1,small,0
3341,2013,Not Rated,111,Drama,,5.0,79,0,small,0
3354,2013,PG-13,105,Comedy,,6.4,72329,1,big,0
3361,2013,Not Rated,103,Adventure,Nomination,5.7,3285,1,small,0
3364,2013,R,116,Action,Other Win,6.8,101250,1,big,1
3368,2013,PG-13,146,Action,Other Win,7.5,587703,1,big,1
3369,2013,Not Rated,130,Drama,Nomination,5.9,666,1,small,1
3370,2013,R,121,Action,Oscar Win,7.5,253531,1,small,0
3374,2013,R,123,Comedy,Other Win,6.7,14345,1,big,0
3375,2013,PG,100,Drama,Nomination,6.2,1678,1,small,0
3380,2013,PG-13,94,Crime,Other Win,5.9,775,1,small,0
3383,2015,PG,94,Animation,Other Win,6.6,87878,1,small,0
3385,2013,PG-13,119,Comedy,Other Win,6.3,160646,1,big,1
3387,2013,PG,93,Drama,Other Win,4.5,1958,1,small,0
3388,2013,R,100,Action,Nomination,6.5,101333,1,big,0
3391,2013,PG-13,161,Adventure,Oscar Win,7.8,577698,1,small,1
3395,2013,R,85,Action,,5.2,5272,1,small,0
3399,2013,PG-13,128,Action,Nomination,6.2,139967,1,big,0
3400,2013,Not Rated,103,Drama,,5.2,113,1,small,0
3404,2013,R,180,Biography,Oscar Win,8.2,1083088,1,small,1
3410,2013,R,138,Crime,Oscar Win,7.2,428272,1,big,1
3414,2013,PG-13,100,Comedy,Other Win,4.8,5617,1,big,0
3415,2013,PG,87,Animation,Nomination,5.2,10316,1,big,0
3419,2013,PG-13,113,Comedy,Other Win,6.4,55382,1,big,0
3426,2013,R,81,Horror,Nomination,6.0,12547,1,small,0
3428,2013,Not Rated,117,Drama,Other Win,6.9,110706,0,big,1
3429,2013,R,90,Comedy,,4.0,2420,1,small,0
3443,2016,R,92,Horror,Other Win,5.3,22761,1,small,0
3462,2014,R,84,Horror,Nomination,5.0,37992,1,big,0
3465,2014,Not Rated,109,Biography,,6.3,5185,1,small,0
3467,2014,Not Rated,92,Comedy,,4.6,887,1,big,0
3470,2014,PG-13,99,Action,Other Win,4.2,51120,1,big,0
3474,2014,Not Rated,92,Comedy,Other Win,3.5,645,0,small,0
3477,2014,PG,85,Comedy,,5.6,681,1,small,0
3479,2014,PG,85,Animation,Other Win,5.7,25174,1,big,0
3485,2014,PG-13,105,Action,Nomination,6.2,117754,1,big,0
3488,2014,R,106,Drama,Oscar Win,8.5,651730,1,big,1
3489,2014,R,89,Horror,Nomination,4.1,15714,1,big,0
3490,2014,PG-13,99,Action,Other Win,6.2,96816,1,big,0
3491,2014,R,99,Comedy,Other Win,6.4,39876,1,small,1
3492,2014,R,94,Comedy,,5.0,1572,1,small,0
3494,2014,R,91,Crime,,5.7,17900,1,big,0
3495,2014,R,83,Action,,5.2,3119,1,small,0
3496,2014,Not Rated,98,Adventure,Other Win,7.1,11669,0,small,1
3497,2014,R,84,Comedy,Other Win,6.8,22142,1,small,1
3498,2014,R,88,Crime,Nomination,6.1,10331,1,big,0
3499,2014,R,100,Action,Other Win,6.7,84393,1,small,1
3500,2014,R,117,Drama,Nomination,6.9,37451,1,big,0
3501,2014,R,99,Drama,Other Win,6.1,5156,1,big,0
3503,2014,R,109,Thriller,Other Win,6.4,178,0,small,1
3505,2014,R,109,Crime,Nomination,6.8,32862,1,big,1
3506,2014,R,93,Comedy,Other Win,6.8,37822,1,big,1
3507,2014,R,90,Comedy,Other Win,7.0,14326,1,big,1
3508,2014,R,108,Comedy,Other Win,6.1,23805,1,big,1
3509,2014,PG,95,Biography,Nomination,6.1,1211,1,small,0
3510,2014,Not Rated,92,Comedy,Other Win,5.4,2567,1,big,0
3511,2014,R,88,Action,Other Win,5.7,21681,1,small,0
3512,2014,Not Rated,99,Biography,Other Win,6.8,1152,0,small,1
3513,2014,R,94,Drama,Other Win,6.7,11611,1,big,1
3514,2014,R,100,Action,Other Win,5.9,8881,1,small,0
3515,2014,R,106,Comedy,Nomination,6.7,35349,1,big,0
3516,2014,R,106,Drama,Other Win,7.4,108127,1,small,0
3517,2014,Not Rated,86,Comedy,Other Win,6.6,3621,1,big,1
3518,2014,Not Rated,95,Drama,Other Win,6.9,193,0,small,0
3519,2014,R,165,Drama,Oscar Win,7.9,322367,1,big,1
3520,2014,R,103,Comedy,Other Win,6.4,50062,1,big,0
3521,2014,R,114,Biography,Other Win,6.1,1770,1,small,0
3522,2014,R,122,Crime,Other Win,6.8,69362,1,small,1
3523,2014,Not Rated,101,Drama,Other Win,7.0,27848,1,small,1
3524,2014,Not Rated,101,Drama,Other Win,5.5,2160,1,big,0
3525,2014,R,89,Comedy,Nomination,5.6,18755,1,small,0
3528,2014,Not Rated,90,Drama,Nomination,3.8,658,1,big,0
3529,2014,R,82,Comedy,Nomination,5.4,7408,1,big,1
3530,2014,R,95,Adventure,Other Win,5.9,2404,1,big,1
3531,2014,PG-13,92,Action,Nomination,5.1,76215,1,big,0
3532,2014,PG-13,86,Drama,Nomination,5.8,8687,1,small,0
3533,2014,R,91,Drama,Nomination,6.4,25923,1,big,0
3534,2014,Not Rated,91,Drama,Nomination,4.9,651,1,big,0
3535,2014,PG-13,97,Drama,Other Win,6.1,59787,1,big,0
3536,2014,Not Rated,108,Comedy,Other Win,6.3,5866,1,small,1
3537,2014,Not Rated,105,Drama,Other Win,6.6,11056,1,small,1
3538,2014,Not Rated,87,Drama,Other Win,6.8,3517,1,big,1
3540,2018,TV-MA,120,Crime,,6.3,17679,1,big,0
3541,2014,R,150,Action,Other Win,8.0,107712,1,big,1
3543,2014,R,91,Drama,Other Win,7.1,32210,1,small,1
3545,2014,Not Rated,96,Comedy,,5.8,1722,0,small,0
3546,2014,Not Rated,105,Drama,Other Win,5.8,3338,1,small,0
3548,2014,R,105,Comedy,Other Win,7.5,16737,1,small,0
3549,2014,R,83,Comedy,,5.5,20134,1,big,0
3552,2014,TV-MA,83,Action,,3.8,2183,1,small,0
3553,2014,Not Rated,74,Comedy,,6.0,127,0,small,0
3555,2014,R,94,Comedy,Other Win,6.1,94179,1,big,0
3556,2014,PG-13,106,Action,Nomination,6.9,240412,1,big,0
3564,2014,PG,100,Animation,Oscar Win,7.8,312097,1,big,1
3571,2014,PG-13,90,Comedy,Nomination,6.6,22036,1,big,0
3572,2014,PG-13,118,Comedy,Other Win,6.1,119957,1,big,0
3580,2014,R,99,Adventure,Oscar Win,8.1,657039,1,small,1
3582,2014,PG,92,Animation,Other Win,6.8,58787,1,big,0
3584,2014,PG-13,104,Action,Nomination,5.5,50069,1,big,0
3586,2014,Not Rated,87,Comedy,,5.8,7073,0,small,0
3587,2019,R,92,Horror,Nomination,6.3,9376,1,small,1
3588,2014,Not Rated,78,Comedy,Other Win,6.0,550,0,small,1
3591,2014,R,110,Crime,Other Win,5.1,808,1,small,0
3592,2014,Not Rated,90,Drama,Other Win,5.3,719,0,small,0
3593,2014,PG-13,118,Drama,Nomination,6.2,50160,1,big,0
3595,2014,PG-13,96,Romance,Nomination,6.2,28216,1,small,1
3598,2014,PG-13,102,Biography,Other Win,6.4,3085,1,small,0
3599,2014,PG-13,117,Action,,6.2,83305,1,big,0
3600,2014,PG-13,104,Drama,Other Win,6.3,38810,1,big,0
3604,2014,R,100,Comedy,Nomination,6.1,21644,1,big,1
3605,2014,R,91,Comedy,,5.7,7450,1,small,0
3607,2014,NC-17,94,Crime,,4.2,651,0,small,0
3610,2014,PG-13,105,Action,Other Win,5.5,102819,1,big,0
3614,2014,PG-13,101,Comedy,,5.1,514,1,small,0
3620,2014,PG,114,Drama,Other Win,6.1,875,1,small,0
3623,2014,R,108,Action,,5.2,15770,1,small,0
3625,2014,PG-13,138,Biography,Other Win,5.7,17814,1,big,0
3628,2014,R,88,Mystery,,5.4,4558,1,small,0
3633,2014,R,102,Action,Other Win,6.2,269785,1,big,0
3636,2014,R,81,Action,Other Win,5.2,7736,1,big,0
3637,2014,Not Rated,112,Comedy,Other Win,6.9,3629,1,big,0
3638,2014,R,93,Horror,Nomination,6.3,30391,1,small,0
3640,2014,R,93,Comedy,Nomination,5.8,9223,1,small,0
3642,2014,PG-13,132,Action,Other Win,6.5,157752,1,small,0
3643,2014,R,114,Adventure,Other Win,7.3,181339,1,big,1
3645,2014,TV-14,94,Comedy,Nomination,6.1,2823,0,small,0
3646,2014,R,87,Horror,Nomination,5.7,23468,1,small,1
3648,2014,R,97,Comedy,Other Win,6.3,272271,1,big,1
3649,2014,PG,106,Drama,Other Win,7.1,2291,1,small,1
3650,2014,R,93,Comedy,Nomination,4.9,7507,1,big,0
3651,2014,R,97,Action,Other Win,7.5,232777,1,big,1
3653,2014,R,77,Horror,Other Win,6.3,34368,1,small,1
3655,2014,Not Rated,97,Comedy,Other Win,6.4,1709,0,small,1
3657,2014,Not Rated,98,Drama,Other Win,6.0,16649,1,small,0
3658,2014,Not Rated,96,Comedy,Other Win,6.1,395,0,big,1
3659,2014,TV-14,85,Comedy,Other Win,4.8,214,0,small,0
3660,2014,R,90,Comedy,Other Win,6.0,1146,1,small,0
3661,2014,Not Rated,85,Drama,Nomination,5.9,567,1,small,1
3662,2014,R,98,Comedy,Other Win,5.4,1227,1,small,1
3663,2014,TV-14,80,Drama,Other Win,6.1,766,0,big,1
3664,2014,Not Rated,85,Drama,Other Win,5.8,1272,1,small,0
3665,2014,Not Rated,95,Horror,Other Win,6.0,6251,1,small,0
3667,2014,Not Rated,91,Horror,Nomination,4.8,6615,1,big,0
3668,2014,Not Rated,89,Comedy,Nomination,6.7,7459,1,small,1
3669,2014,Not Rated,111,Comedy,Nomination,5.6,736,0,small,1
3670,2014,Not Rated,93,Crime,Other Win,6.4,635,0,small,1
3671,2019,Not Rated,109,Comedy,Other Win,6.1,854,0,small,1
3674,2014,Not Rated,100,Crime,Other Win,5.2,13028,1,small,0
3676,2014,Not Rated,93,Drama,Other Win,7.2,8644,1,big,0
3677,2014,R,92,Comedy,Other Win,4.6,3295,1,small,0
3678,2014,PG,107,Adventure,Other Win,6.4,29905,1,big,1
3681,2014,PG-13,136,Action,Oscar Win,7.7,693542,1,big,1
3682,2014,Not Rated,91,Comedy,,6.3,13635,1,small,0
3684,2014,TV-14,104,Comedy,,5.1,559,1,small,0
3685,2014,PG-13,111,Comedy,Nomination,5.3,5497,1,big,0
3686,2014,R,93,Action,,4.3,208,0,small,0
3689,2014,Not Rated,80,Drama,Other Win,5.2,407,1,small,1
3690,2014,R,104,Crime,,6.3,10367,1,small,1
3692,2014,Not Rated,110,Biography,Nomination,6.4,9105,1,small,0
3696,2014,PG-13,139,Action,Other Win,6.7,408323,1,small,0
3697,2014,PG-13,92,Comedy,,4.3,1935,1,small,0
3702,2014,R,109,Action,Other Win,5.7,56760,1,big,0
3703,2014,TV-14,97,Comedy,,5.3,667,1,big,0
3704,2014,G,101,Animation,Other Win,6.3,74821,1,big,0
3706,2014,PG-13,110,Drama,,6.4,1797,1,small,0
3707,2014,R,102,Drama,Other Win,5.4,1991,1,big,0
3709,2014,PG,113,Drama,,4.7,38713,1,small,0
3718,2014,R,90,Thriller,,4.7,292,1,small,0
3726,2014,Not Rated,88,Comedy,,4.5,4675,1,big,0
3727,2014,PG-13,109,Comedy,Other Win,6.0,125853,1,big,0
3732,2014,PG,99,Biography,Nomination,5.8,24787,1,big,0
3737,2014,R,108,Action,,5.7,10821,1,small,0
3743,2014,Not Rated,85,Horror,Nomination,4.9,7572,1,big,0
3749,2014,Not Rated,88,Drama,Other Win,6.4,274,0,small,1
3750,2014,PG-13,103,Drama,Other Win,6.6,7122,1,big,0
3754,2014,PG-13,95,Drama,Other Win,6.6,2810,0,small,0
3758,2014,PG-13,142,Action,Other Win,6.6,399078,1,big,0
3759,2014,PG-13,119,Drama,Other Win,6.3,208691,1,big,0
3761,2014,PG-13,110,Drama,Nomination,6.8,50323,1,big,0
3762,2014,PG,98,Comedy,Other Win,5.4,12683,1,small,0
3764,2014,R,91,Drama,,6.1,4457,1,small,0
3767,2014,R,77,Action,,4.8,15287,1,small,0
3773,2014,PG,107,Drama,Other Win,5.1,2397,1,small,0
3774,2014,Not Rated,83,Drama,Other Win,5.4,530,1,small,1
3777,2014,Not Rated,87,Comedy,Other Win,5.2,2182,1,big,1
3778,2014,R,99,Drama,,6.4,6815,1,small,0
3780,2014,Not Rated,90,Horror,,4.7,5135,1,small,0
3782,2014,Not Rated,86,Comedy,Nomination,5.4,1008,1,small,0
3784,2014,R,104,Drama,,6.0,1243,1,small,0
3785,2014,Not Rated,80,Comedy,Nomination,4.6,602,1,small,0
3786,2014,R,92,Comedy,,6.7,2000,1,big,1
3787,2014,R,86,Comedy,,4.7,18741,1,big,0
3788,2014,R,93,Comedy,Other Win,6.2,7959,1,big,0
3790,2014,R,86,Drama,Nomination,5.8,2826,1,small,0
3792,2014,Not Rated,87,Drama,Nomination,5.4,772,1,small,1
3793,2014,R,95,Comedy,Other Win,7.1,17382,1,big,0
3796,2014,Not Rated,104,Sci-Fi,Other Win,6.5,38812,1,small,0
3798,2014,R,100,Comedy,,4.3,1317,0,small,0
3799,2014,R,93,Crime,,6.1,6517,1,small,0
3801,2014,R,88,Drama,Nomination,5.8,7657,1,small,0
3803,2014,Not Rated,88,Drama,Nomination,5.7,6788,1,small,0
3804,2014,R,95,Action,,4.6,729,1,small,0
3806,2014,PG-13,90,Action,Nomination,5.7,38334,1,big,0
3809,2014,Not Rated,101,Comedy,,5.3,1462,1,big,0
3812,2014,R,95,Comedy,,6.4,17023,1,small,0
3815,2014,Not Rated,91,Crime,Other Win,4.7,442,0,small,0
3816,2012,Not Rated,97,Crime,Other Win,7.1,5998,1,small,1
3819,2014,Not Rated,90,Comedy,Other Win,4.7,696,0,small,0
3826,2014,TV-14,116,Drama,Other Win,6.4,2852,1,small,1
3831,2014,PG-13,93,Comedy,Nomination,5.0,1037,1,big,0
3833,2014,R,95,Comedy,,6.0,49055,1,big,0
3835,2014,R,94,Comedy,,4.9,442,0,small,0
3842,2014,PG-13,123,Action,Other Win,6.4,362045,1,small,1
3846,2014,PG,124,Biography,Other Win,7.0,41770,1,big,0
3847,2014,Not Rated,98,Comedy,Other Win,3.7,737,1,small,0
3852,2014,PG-13,132,Action,Oscar Win,8.0,635927,1,big,1
3861,2014,R,116,Comedy,Nomination,6.1,163828,1,big,0
3862,2014,PG,102,Animation,Oscar Win,7.8,288683,1,big,1
3865,2014,R,94,Comedy,Other Win,6.0,422,1,small,0
3866,2014,PG-13,126,Drama,Other Win,7.7,325267,1,big,1
3868,2014,PG,85,Animation,Other Win,7.1,3891,1,small,1
3869,2014,R,125,Drama,,5.4,3323,1,big,1
3871,2014,R,100,Horror,Other Win,6.8,193256,1,small,1
3873,2014,R,123,Drama,Other Win,6.3,11118,1,big,0
3874,2014,R,103,Crime,Other Win,6.4,42059,1,small,1
3875,2014,R,122,Drama,Other Win,6.6,28661,1,big,1
3876,2014,Not Rated,109,Drama,Other Win,6.4,3571,1,small,1
3877,2014,PG-13,117,Comedy,Other Win,6.5,110197,1,big,0
3878,2014,R,134,Biography,Oscar Win,7.0,128766,1,big,1
3880,2014,R,111,Comedy,Other Win,6.2,35824,1,big,1
3882,2014,R,95,Drama,Other Win,5.8,16106,1,big,0
3885,2014,R,83,Comedy,,5.7,20091,1,big,0
3891,2014,PG,97,Action,Oscar Win,7.0,323986,1,big,0
3892,2014,PG-13,113,Action,Other Win,7.9,564760,1,big,1
3905,2014,R,112,Action,Other Win,7.0,329222,1,big,1
3910,2014,R,134,Biography,Other Win,6.8,31242,1,big,0
3912,2014,PG-13,96,Drama,,6.3,2596,1,big,0
3919,2014,R,97,Biography,,4.4,8924,1,big,0
3923,2014,R,90,Drama,Nomination,5.8,325,1,small,1
3924,2014,R,110,Drama,Other Win,5.6,4283,1,small,0
3928,2014,R,90,Action,Nomination,4.4,5492,1,small,0
3929,2014,R,117,Drama,Other Win,6.2,2418,1,small,0
3930,2014,R,91,Comedy,Nomination,6.8,16698,1,big,0
3932,2014,Not Rated,85,Horror,Nomination,5.2,2204,1,big,0
3933,2014,PG-13,112,Drama,Other Win,6.8,47722,1,small,0
3934,2014,PG,91,Adventure,Other Win,5.8,17859,1,big,0
3938,2014,R,94,Comedy,Other Win,6.6,650,0,small,0
3942,2014,Not Rated,75,Comedy,Other Win,5.8,312,1,small,1
3944,2014,Not Rated,111,Crime,Other Win,6.8,1661,0,small,1
3945,2014,Not Rated,107,Comedy,,6.2,17235,1,small,0
3947,2014,R,93,Crime,Other Win,6.0,10008,1,small,0
3952,2014,Not Rated,94,Comedy,,5.5,903,1,big,0
3953,2014,R,100,Comedy,Other Win,7.1,13206,1,small,0
3955,2014,PG-13,165,Action,Other Win,5.6,289238,1,big,0
3958,2014,PG-13,106,Comedy,Other Win,5.8,18969,1,big,0
3965,2014,Not Rated,123,Comedy,,4.1,1239,1,big,0
3969,2014,R,118,Horror,Other Win,6.2,65674,1,big,0
3971,2014,PG-13,130,Action,Oscar Win,7.6,397940,1,big,1
3976,2014,R,95,Comedy,Other Win,7.1,4003,1,small,1
3977,2014,Not Rated,103,Comedy,,4.6,316,0,big,0
3978,2014,R,97,Comedy,Other Win,4.9,45633,1,big,0
3987,2014,Not Rated,90,Drama,,5.6,1527,0,small,0
3990,2014,Not Rated,88,Animation,Other Win,7.7,513,0,small,1
3994,2014,PG-13,112,Drama,,6.0,30974,1,big,0
3995,2014,PG-13,94,Comedy,Nomination,5.8,11929,1,small,0
3996,2014,Not Rated,85,Drama,,4.7,679,1,small,0
4000,2014,PG,83,Animation,Nomination,6.0,15659,1,big,0
4002,2014,R,94,Comedy,Other Win,5.1,103215,1,big,0
4004,2014,PG-13,97,Comedy,Other Win,6.6,60518,1,big,0
4005,2014,R,103,Action,Other Win,6.4,129784,1,big,0
4007,2014,PG-13,91,Action,,3.5,1470,1,small,0
4012,2014,R,90,Comedy,Other Win,5.6,3228,0,small,0
4014,2014,Not Rated,98,Drama,,5.4,1074,0,small,0
4015,2014,R,83,Horror,Other Win,5.5,64257,1,big,0
4016,2014,PG-13,121,Action,Oscar Win,8.0,991415,1,big,1
4018,2014,R,95,Comedy,,4.4,1245,1,big,0
4021,2015,PG-13,96,Action,,5.6,29505,1,small,0
4027,2014,R,90,Fantasy,,5.9,4724,1,small,0
4028,2014,R,89,Action,Other Win,6.4,416141,1,big,1
4029,2014,Not Rated,81,Horror,Other Win,4.5,870,0,small,0
4032,2014,Not Rated,84,Drama,Other Win,5.2,775,0,small,0
4034,2014,PG-13,89,Action,Other Win,5.8,61892,1,big,0
4037,2014,PG-13,139,Biography,Other Win,6.9,19461,1,big,1
4041,2014,PG-13,101,Action,Other Win,5.8,194670,1,big,0
4042,2014,PG,115,Drama,Nomination,6.7,14751,1,big,0
4043,2014,PG-13,126,Action,Other Win,6.1,161029,1,small,0
4044,2014,R,108,Drama,Nomination,5.8,7503,1,big,0
4048,2014,PG,122,Comedy,Other Win,7.3,72074,1,big,0
4050,2016,Not Rated,85,Drama,Other Win,3.9,523,0,small,0
4054,2014,PG-13,97,Drama,Other Win,6.5,107646,1,big,0
4055,2014,R,90,Action,,5.5,14698,1,small,0
4060,2014,R,104,Action,Nomination,6.4,123688,1,big,0
4061,2014,R,108,Action,,6.3,60710,1,big,0
4062,2014,Not Rated,80,Drama,Other Win,6.6,860,0,small,1
4063,2014,R,114,Adventure,Other Win,7.0,43051,1,big,0
4064,2014,R,83,Horror,Nomination,5.7,11078,1,small,0
4070,2014,PG-13,107,Drama,Other Win,6.7,110620,1,big,0
4075,2014,R,102,Action,Other Win,6.5,145249,1,small,0
4079,2014,R,93,Horror,Other Win,6.2,69826,1,big,0
4082,2014,R,94,Drama,,6.3,1572,1,small,0
4083,2014,R,93,Action,Nomination,4.6,16464,1,big,0
4087,2014,Not Rated,91,Horror,,3.6,710,1,big,0
4088,2014,R,88,Comedy,,2.8,1107,1,small,0
4090,2014,Not Rated,89,Biography,Other Win,5.8,4237,1,small,0
4094,2014,PG-13,88,Drama,,4.3,6446,1,big,0
4095,2014,R,81,Horror,,4.2,14187,1,small,0
4097,2014,R,119,Comedy,Oscar Win,7.7,538406,1,small,1
4098,2014,R,92,Horror,,4.8,3788,1,big,0
4101,2014,R,110,Comedy,Nomination,5.2,1648,0,small,0
4102,2014,R,93,Comedy,Nomination,6.1,22980,1,small,0
4103,2014,PG-13,114,Biography,Oscar Win,8.0,640868,1,big,1
4104,2014,R,115,Biography,Oscar Win,7.1,113561,1,big,1
4106,2014,R,103,Biography,Other Win,6.6,9937,1,big,1
4108,2014,R,112,Drama,Other Win,7.1,27565,1,small,1
4109,2014,R,97,Drama,Other Win,6.7,5161,1,small,1
4111,2014,R,112,Comedy,,5.6,6061,1,small,0
4113,2014,R,118,Drama,Nomination,5.7,7149,1,small,0
4114,2014,PG-13,97,Drama,Nomination,5.6,6765,1,big,0
4115,2016,R,100,Biography,Oscar Win,6.7,68495,1,small,1
4116,2014,PG,96,Animation,Oscar Win,6.8,52133,1,big,1
4119,2014,PG-13,86,Comedy,Nomination,5.4,10875,1,big,0
4124,2014,R,98,Drama,Nomination,3.8,3455,1,small,0
4125,2014,R,92,Drama,,6.3,66802,1,small,0
4126,2014,R,141,Crime,Oscar Win,7.4,167407,1,big,0
4128,2014,R,103,Action,,5.8,7341,1,small,0
4129,2014,R,89,Comedy,Other Win,5.4,9387,1,small,0
4131,2014,R,106,Crime,Other Win,7.1,135839,1,small,1
4132,2014,PG-13,110,Action,Other Win,5.4,29497,1,small,0
4133,2014,PG-13,102,Comedy,Other Win,7.2,91551,1,big,1
4135,2014,R,87,Comedy,Other Win,5.9,17559,1,small,1
4136,2014,R,117,Crime,Oscar Win,7.9,424067,1,big,1
4137,2014,Not Rated,96,Horror,,4.4,3156,1,small,0
4138,2014,PG-13,88,Comedy,Other Win,6.2,8430,1,big,0
4139,2014,TV-MA,101,Drama,,4.8,800,0,small,0
4140,2014,Not Rated,93,Drama,Other Win,7.0,2029,0,small,1
4141,2014,R,102,Drama,Nomination,6.4,21546,1,big,1
4142,2014,Not Rated,103,Drama,Nomination,6.7,5940,0,small,0
4143,2014,Not Rated,109,Horror,Other Win,6.7,21911,1,small,1
4144,2014,R,97,Comedy,Other Win,6.3,43167,1,small,1
4145,2014,R,90,Action,Nomination,5.9,18625,1,big,0
4146,2014,R,102,Comedy,Other Win,6.4,25046,1,big,1
4147,2014,PG-13,121,Drama,Other Win,6.6,10963,1,big,0
4148,2014,R,91,Thriller,,5.6,9067,1,big,0
4149,2014,Not Rated,101,Crime,Nomination,4.6,4350,1,small,0
4150,2014,R,102,Comedy,Other Win,5.3,42629,1,small,0
4151,2014,PG-13,116,Drama,Oscar Win,6.9,14388,1,big,1
4152,2014,R,119,Comedy,,6.7,28868,1,big,0
4153,2014,R,132,Action,Other Win,7.2,312978,1,big,0
4154,2015,Not Rated,135,Drama,Other Win,6.1,39737,1,small,0
4155,2014,R,103,Comedy,Nomination,6.6,67220,1,big,0
4156,2014,Not Rated,90,Comedy,,6.1,236,1,small,0
4157,2014,PG-13,94,Comedy,Other Win,5.9,8947,1,small,0
4158,2014,PG-13,110,Biography,Other Win,7.4,25939,1,big,1
4159,2014,Not Rated,85,Drama,Other Win,6.2,1298,0,small,1
4160,2014,PG-13,123,Biography,Oscar Win,7.7,374654,1,big,1
4161,2014,Not Rated,120,Drama,Other Win,5.7,3700,1,big,1
4162,2014,R,95,Drama,Other Win,6.0,5926,0,small,0
4163,2014,PG-13,101,Drama,Oscar Win,7.5,120493,1,big,1
4164,2014,R,92,Comedy,,5.6,7778,1,small,0
4165,2014,R,102,Drama,Other Win,6.4,33856,1,small,0
4169,2014,R,90,Comedy,Other Win,6.4,6982,1,small,0
4171,2014,R,94,Action,,5.3,3553,1,small,0
4172,2014,PG-13,84,Action,Other Win,5.6,16713,1,small,0
4175,2014,PG-13,107,Comedy,Other Win,6.3,8222,1,small,0
4176,2014,PG-13,115,Biography,Other Win,7.0,36617,1,small,1
4177,2014,PG-13,113,Action,Other Win,6.8,396731,1,big,0
4178,2014,PG,107,Drama,Nomination,6.4,7800,1,big,0
4179,2014,PG-13,99,Comedy,Nomination,5.8,49360,1,small,0
4180,2014,PG-13,95,Comedy,,6.8,47354,1,small,0
4182,2014,Not Rated,102,Crime,Nomination,6.2,1724,0,small,0
4183,2014,PG-13,99,Drama,Nomination,4.3,2786,1,small,0
4191,2014,R,114,Action,Nomination,6.5,107443,1,small,0
4193,2014,PG-13,115,Drama,Other Win,5.2,1799,1,small,0
4194,2014,Not Rated,125,Comedy,Nomination,5.4,7562,1,small,0
4195,2014,R,101,Action,Other Win,7.4,492192,1,small,1
4196,2014,R,96,Action,,5.2,5605,1,big,0
4199,2014,Not Rated,93,Comedy,,4.3,5162,1,small,0
4201,2014,R,92,Action,Nomination,5.1,16297,1,small,0
4202,2014,R,86,Horror,Other Win,5.6,12866,1,small,0
4206,2014,Not Rated,80,Drama,Other Win,4.7,810,1,small,0
4210,2014,R,86,Comedy,Nomination,6.4,62256,1,small,0
4212,2014,R,94,Comedy,,6.0,24168,1,big,0
4213,2014,R,149,Drama,Oscar Win,8.1,792382,1,big,1
4214,2014,PG-13,116,Drama,,6.0,1968,1,small,0
4218,2014,R,102,Drama,Nomination,7.3,23017,1,small,0
4220,2014,R,104,Drama,Other Win,6.9,4025,1,small,0
4223,2014,R,112,Biography,Other Win,6.9,42432,1,big,0
4229,2014,R,99,Horror,Other Win,5.4,131332,1,small,0
4230,2014,PG-13,92,Action,Other Win,6.3,169513,1,big,0
4239,2014,PG-13,110,Action,Nomination,3.1,34915,1,small,0
4242,2014,G,77,Animation,,3.9,436,1,big,0
4243,2014,R,102,Crime,,5.2,8750,1,small,0
4244,2014,R,95,Thriller,,5.9,2386,1,small,0
4245,2014,PG,95,Animation,Other Win,7.3,61322,1,big,1
4247,2014,R,148,Comedy,Oscar Win,6.7,87864,1,big,1
4250,2014,PG,81,Comedy,Other Win,6.2,38338,1,big,0
4255,2014,PG-13,118,Drama,,6.7,62015,1,big,0
4264,2014,R,106,Drama,,5.2,7842,1,big,0
4267,2014,Not Rated,104,Adventure,Other Win,6.6,4128,0,small,1
